monolingual,Sub-task B
max मोनिका वही गलती भारतीय सनातन वैदिक संस्कृति तुलना देशों इतिहास आधार रही हां मैंने तथ्यों बताये 100% satya थोड़ा इतिहास पढ़िए अब्राहम धर्म सनातन वैदिक संस्कृति इतिहास खुद पढ़िए,1
आनंद आज्ञा मौसम bangya,1
संदीप रेड्डी टूटा पक्का श्वेताब देता होगा,1
बढ़िया अभिनय चंदू,1
hahaha पैर दाल sakta उतना काफी,1
bola,1
ankur पाठक बाहर,1
चुटिया,1
जली जली गाँड़ जली सुचित्रा फिल्म साथी उसकी जली लोग जली प्रतीक लगे रहो ग्रेट,0
महोदय,1
आना विश्वास सर्कार,1
ऐसा करो नागरिक चली जाएँगी मोदी आना यद्यपि mumkin हलके,1
प्रेम इतनी अच्छी फ्लॉप प्रदर्शन लोग देख तेरा खुश तेरा इतनी अछि परिप्रेक्ष्य बदल,1
tum ज़्यादा सोचते,1
'उदारवादी जलता देख दिल sukoon मिला' तभी तभी वीडियो like kar दिए,1
kahe kabir सिंह मास्टरपीस फ़िल्म देखि पूर्ण पैसा वसूल,1
hota असली आपकी पुस्तक रही,1
इतनी ज्यादा overacting logicless सिर्फ आधी सहन अड्डों,1
कुत्ता apna बनाएगाइस चैनल हड़ताल मरना होगा,1
करेगा अनुसार भारतीयों,1
इसीलिए बिना वीडियो देखे टिप्पणी बेइज्जती जाती,1
sab दूकान चलो चलते भाईलेकिन आपने आक्रमण,1
वही नारीवादी सलमान एवम खानों घटिया फिल्मों 200 करोड़ पार पहुँचा देते है।,1
ाचा महोदय कहाँ उपयोग चाकू दिखा कपडे उतरता कहाँ आपको ठीक हमें लड़की बिच सड़क कुटिया मार्च कहाँ आपको लगा,1
सेना चीजों दूर रखना चाहिए इसलिये मानव अधिकार वामपंथी दक्षिणपंथी समाजवादी सीमा जुंग मैदान मुख्य चलता,1
टिप्पणियाँ देख लगता भारत समलैंगिकों,1
तोह हमें ढेर gende maro,1
खुद देखना हूँ मेरे दोस्त पालन आंखों पट्टी,1
भारतीय न्यायतंत्र प्रणाली मदद पुरुषों सिर्फ भुगतना समय लेना बदला,1
हमे फ़ौज देश देश chahiye,1
युद्ध समय गआंड मरवाने चला चला दुश्मन सिविलियन गांड़ फाड़ हैं। आर्मी गांडू मतलब है। आर्मी चीफ जनरल हैं।,0
बकवास फ़िल्म कबीर सिंह,1
end ladki milti realistic hota,1
pavan shinde chal lav निकल pehli फुर्सत nikal,0
क्र raha,1
mujhe sbse घटिया lagi,1
the bahi ayushman khurana saari movies mai romance bsssss,0
tum jase dalalo knowledge letters hote tumhare baap jariye tumhe milta hain vahi bolte rajdeep jasa imandar kase betha pata,0
she knows hum sab youtube film companion channel bhete hounds tarah sirf dream girl liye isilye humare maze rahi,1
south super duper hit bollywood huithis shows india kitne logo aapki jaroorat,1
indian army mardo fouj gandvo smje homosexually english ward use deshi language gandve khte kya desh श्रुक्षा gandvo tenaat kiya jaye aap btao dosto desh rkshya svaal gandvo filling,0
